sentenceID,clabel,cprob,consequent,gold_consequent,alabel,aprob,antecedent,gold_antecedent
202381,1,100,"If Salix's underlying business will still be worth $200 per share, which is possible only if",then a $173 per share buyout price could have been a good deal,1,75,"Salix's underlying business will still be worth $200 per share, which is possible only if every one donates for it, then a $173 per share buyout price could have been a good deal.","If Salix's underlying business will still be worth $200 per share, which is possible only if every one donates for it"
202382,1,100,what would it cost,{},0,25,response to a question about the influence of speculators on high oil prices,"If I had access to the next marketable barrel, what would it cost"
202383,1,100,would meet firm resistance,the proposals would meet firm resistance,1,100,Were those laws to be proposed by Obama today,Were those laws to be proposed by Obama today
202384,1,100,make the case that the country would be better off today if John McCain (or he) had been elected president in,the country would be better off today,1,20,had been elected president in 2008,if John McCain (or he) had been elected president
202385,1,100,"'d think he would have taken away at least some firearms by now, or partially gutted the Second Amendment","you'd think he would have taken away at least some firearms by now, or partially gutted the Second Amendment",0,25,President Obama were such a threat to gun ownership,If President Obama were such a threat to gun ownership
202386,1,100,"would be laughable,","""this isn't really a military action"" argument, would be laughable",1,100,were it not so dangerous,were it not so dangerous
202387,0,0,,{},1,75,wish I had one of these master clinicians sitting quietly in the back corner of my exam rooms to mentor me,I wish I had one of these master clinicians sitting quietly in the back corner of my exam rooms to mentor me
202388,1,100,may have simply used different weapons had a ban been in,may have simply used different weapons,1,75,had a ban been in place at the time of his shooting,had a ban been in place at the time of his shooting
202389,1,100,could have been a big increase in,what could have been a big increase in the unemployment rate,1,10,the absence of them,in the absence of them
202390,1,100,"would be available from Verizon (NYSE:VZ), Sprint Nextel (NYSE:S), and Deutsche Telekom's (NYSE:DT) T-Mobile service","the iPhone would be available from Verizon (NYSE:VZ), Sprint Nextel (NYSE:S), and Deutsche Telekom's (NYSE:DT) T-Mobile service",1,100,Were that the case,Were that the case
202391,0,25,would want to make sure that there's no appearance of impropriety,I would want to make sure that there's no appearance of impropriety,0,25,should not use the scholarships,if I were a legislator
202392,1,100,might not have joined the Dow Jones Industrial Average (DJINDICES:^DJI) in,Microsoft might not have joined the Dow Jones Industrial Average (DJINDICES:^DJI) in two parts,1,75,Had it lost its case,Had it lost its case
202393,1,75,would have told the truth about the involvement of others earlier than he did,he would have told the truth about the involvement of others earlier than he did,1,10,had known he,if he had known he would be accused of committing a crime
